release_date,title,genres,production_budget,domestic_gross,foreign_gross,worldwide_gross
2019-06-14,Men in Black: International,Adventure,110000000,80001807,172992753,252994560
2019-06-26,Annabelle Comes Home,Horror,27000000,74152591,154364522,228517113
2019-06-28,Yesterday,Drama,,73286650,,
2019-03-01,Tyler Perryâs A Madea Famil…,Comedy,,73257045,,
2019-10-18,Zombieland: Double Tap,Comedy,48000000,73027571,49147888,122266018
2019-08-23,Angel Has Fallen,Thriller/Suspense,40000000,69030436,64335016,133365452
2019-08-09,Scary Stories to Tell in th…,Horror,,68947075,,
2019-06-07,Dark Phoenix,Action,200000000,65845974,180510921,246356895
2019-11-01,Terminator: Dark Fate,Action,185000000,62253077,188119290,250372367
2019-09-27,Abominable,Adventure,75000000,60679265,123611777,184328167
2019-08-09,Dora and the Lost City of Gold,Adventure,49000000,60477943,57072428,117550371
2019-12-25,Little Women,Drama,42000000,60060705,100969510,209065465
2019-12-25,Little Women,Drama,15000000,60060705,0,50003303
2019-11-22,A Beautiful Day in the Neig…,Drama,,58801961,,
2019-11-08,Midway,Action,100000000,56547282,68121324,124968126
2018-12-14,Spider-Man: Into The Spider…,Adventure,,56194964,,
2018-12-21,Bumblebee,Adventure,102000000,55769470,338000000,465195589
2019-04-19,The Curse of La Llorona,Horror,9000000,54733739,66927656,121661395
2019-04-05,Pet Sematary,Horror,21000000,54724696,54776450,109501146
2019-04-05,Pet Sematary,Horror,11500000,54724696,0,57469179
2019-02-08,What Men Want,Comedy,20000000,54611903,15300000,69911903
2018-11-21,Green Book,Comedy,23000000,52927165,234463261,319543432
2019-09-20,Ad Astra,Thriller/Suspense,80000000,50188370,85243649,135432019
2019-02-13,Isnât it Romantic,Romantic Comedy,31000000,48791187,0,48791187
2019-10-11,Gemini Man,Action,140000000,48546770,118076935,166623705
2019-12-25,Spies in Disguise,Adventure,100000000,47042421,99326924,166083937
2019-05-31,MA,Horror,5000000,45896028,15253725,61149753
2019-03-15,Five Feet Apart,Drama,7000000,45729221,45783890,91513111
2019-03-15,Wonder Park,Adventure,100000000,45216793,69899191,115115984
2019-09-20,Rambo: Last Blood,Action,50000000,44819352,46600000,91419352
2019-11-08,Playing with Fire,Comedy,,44406890,,
2019-11-01,Harriet,Drama,17000000,42547700,166219,43248374
2019-01-11,A Dogâs Way Home,Drama,61000000,41952715,39199790,81152505
2019-08-13,The Angry Birds Movie 2,Adventure,65000000,41657076,110289896,151946972
2019-04-12,Little,Comedy,,40860481,,
2019-11-27,Queen & Slim,Drama,20000000,40718945,3880612,47688922
2019-04-17,Breakthrough,Drama,14000000,40713082,8309745,49022827
2018-12-14,The Mule,Drama,50000000,39084073,69867011,173671418
2019-07-12,Crawl,Horror,17000000,39014193,50994163,90008356
2019-01-04,Escape Room,Thriller/Suspense,9000000,38762584,98312322,155313078
2019-12-25,Uncut Gems,Thriller/Suspense,,36556384,,
2019-05-10,The Hustle,Comedy,21000000,35417038,62479069,97896107
2019-05-03,The Intruder,Thriller/Suspense,8000000,35388976,5079095,40468071
2019-11-08,Last Christmas,Romantic Comedy,30000000,35116450,86262879,121413629
2019-08-23,Overcomer,Drama,5000000,34700142,2948093,37648235
2018-12-19,Mary Poppins Returns,Musical,130000000,33141176,177600000,349558438
2019-02-08,Cold Pursuit,Thriller/Suspense,60000000,32138862,30460297,62599159
2019-11-08,Doctor Sleep,Horror,45000000,31543097,40274527,71856239
2019-01-16,Dragon Ball Super: Broly,Action,8500000,30376755,92371000,122747755
2019-05-03,Long Shot,Romantic Comedy,40000000,30316271,23308153,53624424
2019-06-21,Childâs Play,Horror,,29208403,,
2019-08-21,Ready or Not,Black Comedy,6000000,28714231,28083161,56797392
2019-11-22,21 Bridges,Thriller/Suspense,33000000,28265017,11473888,40013645
2019-02-13,Happy Death Day 2U,Thriller/Suspense,9000000,28148130,36538385,64686515
2019-07-03,Midsommar,Horror,9000000,27426363,19417067,46843430
2018-11-02,Bohemian Rhapsody,Drama,55000000,26490206,684502020,900805359
2019-08-09,The Art of Racing in the Rain,Drama,18000000,26402818,4594209,30997027
2019-10-25,Countdown,Horror,6500000,25617813,11200023,36821789
2019-12-13,Bombshell,Drama,32000000,24589972,26446159,58208967
2019-09-27,Judy,Drama,,24027755,,
2019-10-11,Parasite,Drama,,23850889,,
2019-02-14,Fighting With My Family,Comedy,11000000,22958583,18544506,41503089
2018-12-25,On the Basis of Sex,Drama,20000000,22946065,14178607,38801294
2019-05-17,A Dogâs Journey,Drama,16000000,22782371,55316785,78099156
2019-05-24,Booksmart,Comedy,6000000,22680962,2268850,24949812
2019-07-12,Stuber,Comedy,16000000,22370452,7264317,29634769
2019-08-16,47 Meters Down: Uncaged,Thriller/Suspense,12000000,22260900,15304333,37565233
2019-10-25,Black and Blue,Action,12000000,22012729,667249,22679978
2019-04-12,Hellboy,Horror,60000000,21903748,40200000,99823958
2019-04-12,Hellboy,Horror,50000000,21903748,18882732,40786480
2019-10-18,Jojo Rabbit,Black Comedy,14000000,21579550,53795793,87166699
2019-06-14,Shaft,Comedy,53012938,21360215,36862240,107190108
2019-06-14,Shaft,Comedy,30000000,21360215,0,21360215
2019-08-09,The Peanut Butter Falcon,Adventure,6200000,20457158,2303487,22760645
2019-05-03,UglyDolls,Adventure,45000000,20150241,8012730,28162971
2019-12-20,Cats,Musical,100000000,19970095,48312861,75479631
2019-03-29,Unplanned,Drama,6000000,19005109,2117171,21122280
2018-11-23,The Favourite,Black Comedy,15000000,18478318,61505365,95872148
2018-12-25,Vice,Black Comedy,60000000,18108785,23057500,70893782
2019-12-13,Richard Jewell,Drama,45000000,17822217,20755028,43100570
2019-11-15,Charlieâs Angels,Action,48000000,17790181,55380436,73181742
2019-07-12,The Farewell,Drama,3000000,17700478,4415051,22115529
2019-05-24,BrightBurn,Horror,7000000,17259427,15924215,33183642
2019-11-15,The Good Liar,Thriller/Suspense,10000000,16973279,16060159,33216217
2019-01-25,The Kid Who Would Be King,Adventure,59000000,16790790,11506193,28296983
2019-04-12,Missing Link,Adventure,,16649539,,
2019-06-07,Late Night,Comedy,4000000,15500045,6873333,22373378
2019-02-01,Miss Bala,Action,15000000,14998027,366605,15364632
2019-02-08,The Prodigy,Horror,6000000,14856291,4933421,19789712
2018-10-05,A Star is Born,Drama,36000000,14130981,218086903,433375769
2018-11-21,Ralph Breaks The Internet,Adventure,175000000,13939018,328199119,529290830
2019-05-10,Poms,Comedy,10000000,13631124,2829212,16460336
2018-12-17,They Shall Not Grow Old,Documentary,,12253074,,
2019-08-09,The Kitchen,Drama,38000000,12180032,3599621,15779653
2019-04-12,After,Thriller/Suspense,14000000,12138565,45951960,58090525
2019-04-12,After,Thriller/Suspense,650000,12138565,0,0
2019-08-16,Blinded by the Light,Drama,15000000,11901145,6166006,18067151
,The Grudge,,10000000,11404113,76921753,187281115
,The Grudge,,10000000,11404113,28287117,49503265
2019-10-18,The Lighthouse,Drama,4000000,10809320,7344548,18211652
2019-11-22,Dark Waters,Drama,,10633879,,
2019-03-01,Greta,Thriller/Suspense,,10544310,,
2018-12-14,If Beale Street Could Talk,Drama,12000000,10506525,4943394,19859167
2019-04-05,The Best of Enemies,Drama,10000000,10205616,14998,10220614
2019-12-13,Black Christmas,Horror,9000000,9867670,0,16235738
2019-12-13,Black Christmas,Horror,5000000,9867670,8099059,18528789
2019-03-22,Hotel Mumbai,Thriller/Suspense,17300000,9619500,11513355,21132855
2019-11-01,Motherless Brooklyn,Drama,26000000,9277736,8855201,18132937
2019-03-15,No Manches Frida 2,Comedy,,9270920,,
2019-08-16,Whereâd You Go Bernadette,Comedy,20000000,9198356,880420,10078776
2019-03-08,Apollo 11,Documentary,,9040224,,
2019-01-25,Serenity,Thriller/Suspense,39000000,8547045,14804923,40319440
2019-01-25,Serenity,Thriller/Suspense,25000000,8547045,4461759,13008804
2019-06-21,Anna,Action,30000000,7743794,23239185,30982979
2019-06-21,Anna,Action,4357373,7743794,1200000,1200000
2019-04-17,Penguins,Documentary,,7699452,,
2019-08-23,Brittany Runs a Marathon,Drama,,7136342,,
2019-06-14,The Dead Donât Die,Horror,,6782066,,
2018-12-07,Mary Queen of Scots,Drama,25000000,6742269,30369121,47017620
2019-10-11,Jexi,Comedy,5000000,6546159,4053812,10599971
2018-12-21,Second Act,Comedy,15700000,6489861,24006627,63288854
2019-02-22,Run the Race,Drama,1500000,6424420,0,6424420
2018-09-28,Free Solo,Documentary,,6093902,,
2019-10-25,The Current War: Directorâs…,Drama,,5978673,,
2019-03-15,Captive State,Thriller/Suspense,25000000,5958315,3227758,9186073
2019-02-05,The Wandering Earth,Action,,5875487,,
2019-11-01,Arctic Dogs,Adventure,50000000,5801249,3865939,9667188
2019-03-08,Gloria Bell,Drama,,5611123,,
2019-03-15,The Mustang,Drama,,5336840,,
2019-09-13,The Goldfinch,Drama,40000000,5332621,4097528,9430149
2018-12-28,Stan & Ollie,Drama,10000000,5235893,20823251,26293486
2019-08-30,Donât Let Go,Thriller/Suspense,5000000,5215062,73074,5288136
2019-05-17,The Sun is Also a Star,Drama,9000000,4950029,730767,5680796
2019-08-07,Bring the Soul: The Movie,Documentary,,4809800,,
2019-06-07,Pavarotti,Documentary,,4686402,,
2019-05-10,Tolkien,Drama,20000000,4535154,4432377,8967531
2019-06-07,The Last Black Man in San F…,Drama,,4515719,,
2019-04-05,Amazing Grace,Documentary,,4450454,,
2019-08-09,Brian Banks,Drama,10000000,4376820,0,4376820
2019-05-10,The Biggest Little Farm,Documentary,,4367816,,
2018-11-09,Dr. Seussâ The Grinch,Adventure,75000000,4340540,241048559,511669509
2018-12-21,Cold War,Drama,,4307930,,
2019-09-06,Linda Ronstadt: The Sound o…,Documentary,,4244894,,
2019-02-14,Gully Boy,Adventure,,4216437,,
2019-01-11,Uri: The Surgical Strike,Action,,4185663,,
2019-01-11,Replicas,Thriller/Suspense,30000000,4046429,4990998,9037427
2019-01-11,Replicas,Thriller/Suspense,4000000,4046429,0,0
2019-10-04,Pain & Glory,Drama,,3967719,,
2019-08-29,Ne Zha,Adventure,,3695533,,
2019-08-15,Mission Mangal,Drama,,3660413,,
2019-10-02,War,Action,25000000,3640355,18200000,40686409
2019-02-08,2019 Oscar Shorts,Multiple Genres,,3531093,,
2019-03-29,The Beach Bum,Comedy,5000000,3502600,765208,4267808
2019-05-24,Echo in the Canyon,Documentary,,3355266,,
2019-10-15,Jay and Silent Bob Reboot,Comedy,10000000,3258824,121017,4710507
2019-06-28,Maiden,Documentary,,3162490,,
2019-11-08,Honey Boy,Drama,3500000,2980099,380297,3392912
2019-09-23,Friends 25th: The One With …,Comedy,,2884827,,
2019-12-25,IP Man: The Finale,Action,,2866676,,
2018-11-16,Fantastic Beasts: The Crime…,Adventure,,2774042,,
2019-04-17,Kalank,Drama,,2729336,,
2019-06-05,Bharat,Action,,2684911,,
2019-02-08,Everybody Knows,Drama,,2677805,,
2019-08-30,Tod@s Caen,Romantic Comedy,,2670925,,
2019-08-29,Saaho,Action,,2626284,,
2018-11-16,Instant Family,Comedy,48000000,2518231,52372951,119736188
2019-07-12,The Art of Self-Defense,Comedy,,2410914,,
2019-02-01,Arctic,Drama,,2409826,,
2018-12-21,Welcome to Marwen,Drama,45000000,2405625,2322617,13086137
2019-10-01,"My People, My Country",Drama,,2323409,,
2019-12-25,1917,Thriller/Suspense,100000000,2307564,199175677,358403321
2019-09-17,Promare,Adventure,,2290542,,
2019-07-12,Super 30,Drama,,2269878,,
2018-12-25,Holmes & Watson,Comedy,42000000,2254994,11357862,41926605
2019-05-31,The Fall of the American Em…,Comedy,,2178148,,
2019-02-22,Total Dhamaal,Comedy,,2167632,,
2019-10-25,Housefull 4,Romantic Comedy,,2109160,,
1999-03-31,The Matrix,Action,65000000,2013136,292025570,465421959
2019-08-02,Luce,Thriller/Suspense,,2010613,,
2019-09-06,Chhichhore,Comedy,,2004400,,
2019-08-30,Official Secrets,Thriller/Suspense,,1996766,,
2019-11-08,Better Days,Drama,,1921657,,
2019-03-08,Badla,Thriller/Suspense,,1861000,,
2019-04-26,The White Crow,Drama,,1827604,,
2018-04-06,Pandas,Documentary,,1816106,,
2019-06-28,The Other Side of Heaven 2:…,Drama,,1807116,,
2018-11-23,Shoplifters,Drama,,1666708,,
2019-06-21,Wild Rose,Drama,,1635118,,
2019-11-15,Waves,Musical,,1626272,,
2019-03-15,The Aftermath,Drama,,1618497,,
2019-10-25,Western Stars,Documentary,,1581681,,
2019-04-12,Red Joan,Drama,,1580223,,
2019-08-09,After the Wedding,Drama,,1573276,,
2019-01-25,Extreme Job,Action,,1565885,,
2019-03-08,The Kid,Western,65000000,1508593,0,69688384
2018-12-14,Capernaum,Drama,,1488318,,
2019-09-20,Fantastic Fungi,Documentary,,1444604,,
2018-08-17,The Wife,Drama,,1393052,,
1989-12-01,National Lampoon's Christma…,Comedy,,1385620,,
2017-09-08,It,Horror,35000000,1347126,372891173,701720047
2019-01-25,Never Look Away,Thriller/Suspense,,1303747,,
2018-12-25,Destroyer,Thriller/Suspense,9000000,1285243,2169740,3703064
2019-12-13,A Hidden Life,Drama,,1274329,,
2018-10-19,Can You Ever Forgive Me?,Drama,10000000,1259896,3713514,12517379
2019-12-06,No Safe Spaces,Documentary,,1240211,,
2019-04-05,High Life,Adventure,,1225852,,
2018-12-21,All is True,Drama,,1199066,,
2018-12-07,Ben is Back,Drama,13000000,1191342,5930205,9633387
2019-02-01,Ek Ladki Ko Dekah Toh Aisa …,Romantic Comedy,,1182636,,
2019-12-06,PLAYMOBIL,Adventure,75000000,1113885,15168157,16283165
2018-12-14,Mortal Engines,Action,100000000,1056865,69336377,85287417
2019-05-17,The Souvenir,Drama,,1030502,,
2019-01-11,Perfect Strangers,Comedy,,1014507,,
2019-07-05,Marianne & Leonard: Words o…,Documentary,,1013820,,
2018-12-28,Simmba,Action,,986339,,
2019-08-21,RUSH: Cinema Strangiato 2019,Concert/Perfor…,,958907,,
2019-07-24,The Fighting Preacher,Drama,,955781,,
2019-10-09,Metallica & San Francisco S…,Concert/Perfor…,,907163,,
2019-06-21,Toni Morrison: The Pieces I Am,Documentary,,903018,,
1985-06-07,The Goonies,Adventure,,864378,,
2019-10-25,Jesus is King,Musical,,850000,,
2019-03-01,Woman at War,Action,,847495,,
2004-11-10,The Polar Express,Adventure,170000000,818250,124140582,312183437
2019-03-01,Climax,Drama,,817339,,
2019-03-01,Transit,Drama,,815290,,
2019-07-17,Between Me and My Mind,Documentary,,813844,,
2003-11-07,Elf,Adventure,32000000,786249,46837892,221464732
2019-05-10,Student of the Year 2,Romantic Comedy,,778566,,
2019-05-24,The Church,Horror,,771645,,
2019-02-07,JONI 75: A Birthday Celebra…,Concert/Perfor…,,752205,,
2018-08-10,BlacKkKlansman,Thriller/Suspense,15000000,747775,44136086,93411426
2019-07-19,David Crosby: Remember My Name,Documentary,,732515,,
2019-08-30,Bennettâs War,Drama,,725042,,
2019-03-15,More Than Blue,Drama,,722669,,
2019-12-25,Thank You For Everything,Comedy,,718321,,
2019-07-26,Honeyland,Documentary,,712363,,
2019-10-18,The Captain,Drama,,706572,,
2019-05-03,Non-Fiction,Comedy,,704919,,
2019-09-20,Whereâs My Roy Cohn?,Documentary,,704780,,
2019-11-21,Depeche Mode: Spirits in th…,Concert/Perfor…,,704744,,
2019-05-03,El Chicano,Drama,8000000,700261,0,700261
2019-08-30,Raise Hell: The Life and Ti…,Documentary,,694410,,
2019-04-19,The Grizzlies,Drama,,650565,,
2019-03-15,Nancy Drew and the Hidden S…,Drama,,623088,,
2009-09-23,The Wizard of Oz,Musical,2777000,622486,263591,34949482
2019-08-23,Miles Davis: Birth of the Cool,Documentary,,614201,,
2019-03-29,The Chaperone,Drama,,600654,,
2019-10-02,Roger Waters Us + Them,Documentary,,594982,,
2019-03-01,Furie,Action,,594788,,
2019-07-12,Bethany Hamilton: Unstoppable,Documentary,,590671,,
2019-04-05,The Public,Drama,,573503,,
2019-10-11,The Sky is Pink,Drama,,555030,,
1980-05-23,The Shining,Horror,19000000,551257,756378,45325009
2019-08-23,Fiddler: A Miracle of Miracles,Documentary,,549385,,
2019-11-12,Everybodyâs Everything,Documentary,,547207,,
2019-12-20,Dabangg 3,Action,,535000,,
2019-08-01,Grateful Dead Meet-Up at th…,Documentary,,534611,,
2019-05-03,Shadow,Action,,521396,,
2019-04-12,Long Dayâs Journey Into Nig…,Drama,,521365,,
2019-05-24,The Spy Behind Home Plate,Documentary,,519525,,
2019-04-12,Wild Nights With Emily,Comedy,,519487,,
2019-02-13,Birds of Passage,Drama,,507259,,
2019-07-26,Tel Aviv on Fire,Romantic Comedy,,504443,,
2018-11-16,Widows,Thriller/Suspense,40000000,498459,31463456,73866088
2019-09-30,The Climbers,Adventure,,487157,,
2019-10-25,The Great Alaskan Race,Adventure,,481924,,
2019-08-02,Exit,Adventure,,478949,,
2019-02-15,CatVideoFest,Documentary,,470923,,
1999-03-05,Cruel Intentions,Drama,11000000,463365,37573641,76238901
2019-12-06,Panipat,Action,,461863,,
2019-11-04,Christmas Jars,Drama,,459466,,
2019-07-26,Dear Comrade,,,457000,,
2019-12-06,Les MisÃ©rables - The Staged…,Concert/Perfor…,,444150,,
2019-04-12,Teen Spirit,Musical,16000000,441366,1132237,1573603
2019-05-17,De De Pyaar De,Romantic Comedy,,425934,,
2019-12-06,En Brazos de un Asesino,Thriller/Suspense,,425332,,
2019-04-17,Hail Satan?,Documentary,,424284,,
2019-03-15,Ash is Purest White,Drama,,414578,,
2019-08-02,Union,Drama,,413656,,
2019-01-25,The Invisibles,Documentary,,408397,,
2019-09-13,Monos,Thriller/Suspense,,406473,,
2019-08-02,The Nightingale,Drama,,400741,,
2019-04-12,Mia and the White Lion,Drama,,400498,,
2019-04-10,The Man Who Killed Don Quixote,Drama,,391963,,
2019-03-01,The Wedding Guest,Thriller/Suspense,,386166,,
2019-07-11,The Cure: Anniversary 1978-…,Concert/Perfor…,,378405,,
2019-03-15,The Hummingbird Project,Drama,,371784,,
2019-10-09,Matthias & Maxime,Drama,,365918,,
2019-05-22,The Tomorrow Man,Drama,,354103,,
2019-10-18,"Cyrano, My Love",Comedy,,351019,,
2019-05-17,Photograph,Drama,,344534,,
2019-03-29,Diane,Drama,2660000,339838,0,0
2019-07-12,Sword of Trust,Drama,,322598,,
2019-10-04,Lucy in the Sky,Drama,27000000,319976,5967,325943
2018-11-16,At Eternityâs Gate,Drama,,317975,,
2019-09-13,Out of Liberty,Western,,317217,,
2019-02-12,Josh Groban Bridges from Ma…,Concert/Perfor…,,315173,,
2019-09-05,K-12,Musical,,303230,,
2019-08-16,Aquarela,Documentary,,301429,,
2019-11-27,63 Up,Documentary,,299745,,
2019-05-03,Ask Dr. Ruth,Documentary,,297195,,
2019-08-16,Line Walker 2: Invisible Spy,Action,,296751,,
2019-08-30,Killerman,Action,,291477,,
2019-08-09,The Bravest,Drama,,290217,,
2019-03-29,Khalid: Free Spirit,Documentary,,284229,,
2019-07-26,Mike Wallace is Here,Documentary,,281245,,
2019-09-13,Freaks,Thriller/Suspense,,276591,,
2019-12-25,Just Mercy,Drama,25000000,267881,14400000,50401502
2018-09-28,Smallfoot,Adventure,80000000,263482,130441970,213682073
2019-04-12,Her Smell,Drama,,255599,,
2019-08-09,One Child Nation,Documentary,,252734,,
2019-07-12,I Got The Hook-Up 2,Comedy,,252293,,
2019-02-08,Lords of Chaos,Thriller/Suspense,,252245,,
2019-01-18,Canal Street,Drama,,251917,,
2019-05-03,Meeting Gorbachev,Documentary,,251837,,
2009-02-13,Under the Sea 3D,Documentary,,246137,,
2019-03-11,311: Enlarged to Show Detail 3,Concert/Perfor…,,238791,,
2019-08-23,Give Me Liberty,Comedy,,238600,,
2019-06-14,American Woman,Drama,,236637,,
2019-12-20,Ashfall,Action,,236183,,
2019-11-22,Pagalpanti,Comedy,,227714,,
2019-09-27,First Love,Drama,,219680,,
2019-06-07,"The Gangster, The Cop, The …",Action,,216494,,
2019-03-15,"Faith, Hope & Love",Romantic Comedy,,209990,,
2019-04-12,Master Z: Ip Man Legacy,Action,,209454,,
2019-02-22,The Iron Orchard,Drama,,204881,,
2019-04-26,Hesburgh,Documentary,,204709,,
2019-06-07,Chasing the Dragon 2: Wild …,Action,,196634,,
2019-04-19,Family,Drama,,196322,,
1977-11-06,Mr. Klein,Drama,,189718,,
2019-10-25,Synonyms,Drama,,186482,,
2019-12-25,The Song of Names,Drama,,186005,,
2019-02-08,To Dust,Drama,,184495,,
2018-11-21,Robin Hood,Action,210000000,179615,216971858,322459006
2018-11-21,Robin Hood,Action,99000000,179615,54385384,85210012
2019-01-10,Modest Heroes,Adventure,,178027,,
2019-11-15,The Warrior Queen of Jhansi,Drama,,177437,,
2018-11-21,Creed II,Drama,50000000,177000,97875633,213591522
2019-05-24,Indiaâs Most Wanted,Thriller/Suspense,,176858,,
2019-04-12,"Iyengar: The Man, Yoga, The…",Documentary,,176387,,
2019-08-21,Tigers Are Not Afraid,Horror,,175559,,
2019-10-25,Frankie,Drama,,167169,,
2019-09-13,The Bad Guys: Reign of Chaos,Drama,,166971,,
2019-03-22,Sunset,Drama,,164717,,
2019-08-02,Them That Follow,Thriller/Suspense,,159218,,
2019-03-21,Money,Drama,,155732,,
2018-11-30,The Possession of Hannah Grace,Horror,6000000,153478,28037556,42873730
2019-05-24,Halston,Documentary,,151991,,
2019-04-05,Peterloo,Drama,,151971,,
2019-07-31,Jay Myself,Documentary,,151331,,
2019-08-30,Before You Know It,Comedy,,151307,,
2019-05-03,The River and the Wall,Documentary,,150816,,
2019-12-06,The Whistleblower,Action,,150481,,
2019-04-19,Little Woods,Western,,150010,,
2019-06-14,Hampstead,Drama,,148636,,
1968-04-28,War and Peace,Drama,6000000,148557,23097,12523097
2019-05-17,Trial by Fire,Drama,,148504,,
